name,hex,link
Chartreuse,#dfff00,https://fr.wikipedia.org/wiki/Chartreuse_(couleur)
Chaudron,#85530f,https://fr.wikipedia.org/wiki/Cuivre_(couleur)
Chenu,#f9f9f9,https://fr.wiktionary.org/wiki/chenu
Cherry,#ec3b83,https://fr.wikipedia.org/wiki/Rouge_cerise
Chocolat,#5a3a22,https://fr.wikipedia.org/wiki/Chocolat_(couleur)
Châtaigier,#94631a,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Châtaigne,#806d5a,https://fr.wikipedia.org/wiki/Ch%C3%A2tain
Châtain,#8c6d43,https://fr.wikipedia.org/wiki/Ch%C3%A2tain
Chêne,#b78b61,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Chêne Clair,#c69f7b,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Ciel Orageux,#c7cad7,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cinabre,#db1702,https://fr.wikipedia.org/wiki/Cinabre_(pigment)
Citron,#f7ff3c,https://fr.wiktionary.org/wiki/citron
Citron Vert,#9ecf34,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Citrouille,#df6d14,https://fr.wikipedia.org/wiki/Citrouille_(couleur)
Clair de Véronèse,#59c7b4,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Clarissimo,#b9b276,https://fr.wiktionary.org/wiki/clarissimo
Claro,#845a3b,https://fr.wiktionary.org/wiki/claro
Claro Claro,#ba9b61,https://fr.wiktionary.org/w/index.php?title=claro_claro&action=edit&redlink=1
Clou de Girofle,#361f0e,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Clémentine,#ffbf57,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Colombin,#6a455d,https://fr.wiktionary.org/wiki/colombin
Colorado,#703516,https://fr.wiktionary.org/wiki/colorado
Colorado Claro,#6a4b21,https://fr.wiktionary.org/w/index.php?title=colorado_claro&action=edit&redlink=1
Coquelicot,#c60800,https://fr.wiktionary.org/wiki/coquelicot
Coquillage,#f2e3ce,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Coquille d'Huitre,#dde3e3,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Coquille d'Oeuf,#ffeee3,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Coquille d'Œuf,#fde9e0,https://fr.wikipedia.org/wiki/Coquille_d%27œuf
Corail,#e73e01,https://fr.wikipedia.org/wiki/Corail_(couleur)
Cordage Beige,#d1baa1,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cotonnade,#e7e2d3,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cramoisi,#dc143c,https://fr.wikipedia.org/wiki/Cramoisi
Crevette,#f7976f,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Crème,#fffdd0,https://fr.wikipedia.org/wiki/Cr%C3%A8me_(couleur)
Crème de la Crème,#f3e7b4,https://github.com/meodai/noms-de-couleur/#authors-@meodai
Cuir Rouge,#863022,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cuisse de Nymphe,#fee7f0,https://influenz.design/mag/cuisse-de-nymphe
Cuisse de Nymphe Emue,#f4a6c8,https://influenz.design/mag/cuisse-de-nymphe
Cuivre,#b36700,https://fr.wikipedia.org/wiki/Cuivre_(couleur)
Cuivre Rouge,#68251a,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cyan,#00ffff,https://fr.wikipedia.org/wiki/Cyan
Cyclamen,#f4aed5,https://www.deleze.name/marcel/photo/noms-couleurs/454-couleurs.php
Cæruléum,#27c5ed,https://fr.wiktionary.org/w/index.php?title=c%C3%A6rul%C3%A9um&action=edit&redlink=1
Céruléen,#377cb9,https://fr.wiktionary.org/wiki/c%C3%A9rul%C3%A9en
Céruse,#f8f8f8,https://fr.wikipedia.org/wiki/C%C3%A9ruse
D'Ivoire,#ffffd4,https://fr.wiktionary.org/w/index.php?title=blanc_d%E2%80%99ivoire&action=edit&redlink=1
